SK_ID_CURR,TARGET,C_CNT_CHILDREN,C_AMT_INCOME_TOTAL,C_AMT_CREDIT,C_AMT_ANNUITY,C_AMT_GOODS_PRICE,C_OWN_CAR_AGE,C_TOTALAREA_MODE,D_OCCUPATION_TYPE,D_NAME_CONTRACT_TYPE,D_CODE_GENDER,D_FLAG_OWN_CAR,D_FLAG_OWN_REALTY,D_NAME_INCOME_TYPE,D_NAME_EDUCATION_TYPE,D_NAME_FAMILY_STATUS,D_NAME_HOUSING_TYPE,D_FLAG_PHONE,D_WEEKDAY_APPR_PROCESS_START,D_NAME_TYPE_SUITE,D_HOUSETYPE_MODE,D_WALLSMATERIAL_MODE
230265,0,0,157500.0,314100.0,21244.5,225000.0,1.0,,Drivers,Cash loans,M,Y,Y,Working,Secondary / secondary special,Single / not married,Rented apartment,0,SUNDAY,Family,,
444331,0,2,135000.0,1006920.0,40063.5,900000.0,15.0,,Laborers,Cash loans,M,Y,Y,Working,Secondary / secondary special,Married,House / apartment,0,TUESDAY,Unaccompanied,,
440193,0,0,252000.0,454500.0,23206.5,454500.0,4.0,0.0679,Laborers,Cash loans,M,Y,N,Working,Incomplete higher,Separated,House / apartment,0,TUESDAY,Unaccompanied,block of flats,
448127,0,1,135000.0,450346.5,24561.0,342000.0,24.0,,Drivers,Cash loans,M,Y,Y,Working,Secondary / secondary special,Married,House / apartment,1,MONDAY,Unaccompanied,,
230004,1,0,270000.0,675000.0,53460.0,675000.0,,0.0993,Laborers,Cash loans,M,N,Y,Working,Higher education,Married,House / apartment,0,SUNDAY,Unaccompanied,block of flats,Panel
125948,0,0,180000.0,582804.0,29884.5,463500.0,,,Core staff,Cash loans,F,N,Y,State servant,Secondary / secondary special,Single / not married,Office apartment,0,MONDAY,Other_B,,
137076,0,0,67500.0,47970.0,4873.5,45000.0,,,Sales staff,Cash loans,F,N,Y,Working,Secondary / secondary special,Married,House / apartment,0,TUESDAY,Unaccompanied,,
324529,0,0,112500.0,382500.0,19125.0,382500.0,,,Managers,Revolving loans,F,N,N,Commercial associate,Higher education,Married,House / apartment,1,SATURDAY,"Spouse, partner",,
176535,0,0,157500.0,397332.0,31522.5,351000.0,16.0,,Laborers,Cash loans,M,Y,Y,Working,Secondary / secondary special,Married,House / apartment,0,THURSDAY,Family,,
316817,1,0,382500.0,755190.0,38686.5,675000.0,,,,Cash loans,M,N,Y,Pensioner,Secondary / secondary special,Married,House / apartment,0,WEDNESDAY,Unaccompanied,,
300005,0,0,675000.0,215640.0,9625.5,180000.0,,,High skill tech staff,Cash loans,M,N,Y,Commercial associate,Higher education,Married,House / apartment,1,THURSDAY,Unaccompanied,,
197549,0,0,90000.0,646920.0,19044.0,540000.0,,0.0526,,Cash loans,F,N,Y,Pensioner,Secondary / secondary special,Separated,House / apartment,1,TUESDAY,Unaccompanied,block of flats,"Stone, brick"
108756,0,0,94500.0,251091.0,26509.5,238500.0,9.0,,Drivers,Cash loans,M,Y,Y,Working,Secondary / secondary special,Civil marriage,House / apartment,0,MONDAY,Unaccompanied,,
441299,0,0,157500.0,472500.0,18868.5,472500.0,,,,Cash loans,F,N,Y,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0,WEDNESDAY,Unaccompanied,,
390586,0,0,89100.0,1247472.0,47646.0,1147500.0,,,,Cash loans,F,N,Y,Pensioner,Secondary / secondary special,Married,House / apartment,0,MONDAY,Unaccompanied,,
293257,0,0,180000.0,805536.0,56191.5,720000.0,1.0,,Drivers,Cash loans,M,Y,Y,Commercial associate,Higher education,Married,House / apartment,0,WEDNESDAY,Unaccompanied,,
177329,0,1,112500.0,539100.0,27652.5,450000.0,4.0,0.026,Core staff,Cash loans,F,Y,N,Working,Higher education,Married,House / apartment,0,THURSDAY,Unaccompanied,block of flats,"Stone, brick"
194800,0,1,112500.0,269550.0,19300.5,225000.0,7.0,0.103,Laborers,Cash loans,F,Y,Y,Working,Secondary / secondary special,Civil marriage,Co-op apartment,0,SATURDAY,Other_A,block of flats,"Stone, brick"
404971,1,0,180000.0,1102500.0,36567.0,1102500.0,,,Laborers,Cash loans,M,N,Y,Working,Secondary / secondary special,Married,House / apartment,0,WEDNESDAY,Unaccompanied,,
139691,0,2,189000.0,755190.0,38686.5,675000.0,,0.054,Sales staff,Cash loans,F,N,Y,Working,Secondary / secondary special,Single / not married,House / apartment,0,FRIDAY,Unaccompanied,block of flats,Block
144108,0,0,292500.0,629320.5,30406.5,508500.0,1.0,0.0067,Sales staff,Cash loans,M,Y,Y,Working,Higher education,Married,House / apartment,0,FRIDAY,Unaccompanied,block of flats,
159810,0,2,112500.0,225000.0,11488.5,225000.0,,0.105,Sales staff,Cash loans,F,N,Y,Working,Secondary / secondary special,Married,House / apartment,1,THURSDAY,Unaccompanied,block of flats,"Stone, brick"
268469,0,1,67500.0,225000.0,11250.0,225000.0,,0.1727,Core staff,Revolving loans,F,N,Y,Commercial associate,Higher education,Married,House / apartment,1,WEDNESDAY,Unaccompanied,block of flats,Panel
358951,0,0,112500.0,450000.0,20979.0,450000.0,,0.0196,Cooking staff,Cash loans,F,N,Y,Working,Secondary / secondary special,Married,House / apartment,0,FRIDAY,Family,block of flats,"Stone, brick"
298017,0,0,90000.0,345510.0,17770.5,247500.0,,0.0621,Laborers,Cash loans,F,N,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,0,THURSDAY,Unaccompanied,block of flats,"Stone, brick"
234848,0,0,135000.0,103500.0,10363.5,103500.0,,,Core staff,Cash loans,F,N,Y,Working,Higher education,Separated,House / apartment,1,FRIDAY,Unaccompanied,,
365349,0,0,184500.0,199152.0,10296.0,135000.0,,,Cleaning staff,Cash loans,F,N,Y,Working,Secondary / secondary special,Married,House / apartment,0,FRIDAY,Unaccompanied,,
211493,0,1,157500.0,270000.0,21330.0,270000.0,,0.063,,Cash loans,F,N,N,Working,Higher education,Single / not married,With parents,0,TUESDAY,Unaccompanied,block of flats,Monolithic
297071,0,0,135000.0,1155226.5,33907.5,904500.0,,,Managers,Cash loans,F,N,Y,Working,Secondary / secondary special,Married,House / apartment,1,WEDNESDAY,Unaccompanied,,
372630,0,0,157500.0,675000.0,38880.0,675000.0,,0.2273,Core staff,Cash loans,F,N,N,Working,Incomplete higher,Single / not married,House / apartment,0,MONDAY,Unaccompanied,block of flats,"Stone, brick"
123730,0,2,103500.0,135000.0,6750.0,135000.0,10.0,,Laborers,Revolving loans,F,Y,Y,Working,Secondary / secondary special,Married,House / apartment,0,THURSDAY,Family,,
320777,0,0,67500.0,81000.0,8851.5,81000.0,,0.0032,Sales staff,Cash loans,F,N,Y,Working,Secondary / secondary special,Married,House / apartment,0,MONDAY,Unaccompanied,,
343058,1,3,135000.0,364896.0,19926.0,315000.0,,,Laborers,Cash loans,M,N,N,Working,Secondary / secondary special,Married,House / apartment,0,MONDAY,Unaccompanied,,
193540,0,0,67500.0,193572.0,18985.5,171000.0,,,,Cash loans,F,N,Y,Pensioner,Secondary / secondary special,Widow,House / apartment,0,WEDNESDAY,Unaccompanied,,
137762,0,1,112500.0,640080.0,24129.0,450000.0,,0.0688,Cleaning staff,Cash loans,F,N,N,Working,Higher education,Married,Office apartment,0,WEDNESDAY,Unaccompanied,block of flats,Panel
177753,0,2,270000.0,497520.0,39307.5,450000.0,,,Laborers,Cash loans,M,N,N,Working,Secondary / secondary special,Married,Office apartment,0,WEDNESDAY,Unaccompanied,,
413823,0,0,315000.0,1042560.0,53091.0,900000.0,,0.2627,Managers,Cash loans,F,N,N,Commercial associate,Higher education,Single / not married,House / apartment,0,SUNDAY,Unaccompanied,block of flats,Panel
102324,0,0,261000.0,1227901.5,46899.0,1129500.0,1.0,0.0173,,Cash loans,F,Y,Y,Pensioner,Secondary / secondary special,Married,House / apartment,0,MONDAY,Unaccompanied,block of flats,Block
385353,0,0,157500.0,166500.0,9162.0,166500.0,1.0,,Laborers,Cash loans,F,Y,Y,Working,Secondary / secondary special,Civil marriage,House / apartment,0,WEDNESDAY,Unaccompanied,,
260502,0,0,67500.0,601470.0,25614.0,450000.0,,,Cooking staff,Cash loans,F,N,N,Working,Secondary / secondary special,Married,House / apartment,0,THURSDAY,Unaccompanied,,
220096,0,1,180000.0,225000.0,11250.0,225000.0,,,Medicine staff,Revolving loans,F,N,Y,Working,Secondary / secondary special,Single / not married,House / apartment,0,TUESDAY,Unaccompanied,,
413577,0,0,159300.0,513531.0,22747.5,459000.0,,,,Cash loans,F,N,Y,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0,TUESDAY,Unaccompanied,,
265846,0,0,81000.0,286704.0,15138.0,247500.0,,,Cleaning staff,Cash loans,F,N,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,0,SATURDAY,Family,,
283959,0,0,108000.0,323388.0,21609.0,292500.0,2.0,,Laborers,Cash loans,M,Y,Y,Working,Higher education,Married,House / apartment,0,SATURDAY,Unaccompanied,,
242085,1,1,180000.0,1057657.5,54130.5,868500.0,20.0,,,Cash loans,M,Y,N,Commercial associate,Incomplete higher,Separated,House / apartment,0,THURSDAY,Unaccompanied,,
170518,0,0,67500.0,202500.0,10125.0,202500.0,,,Core staff,Revolving loans,F,N,Y,Working,Higher education,Married,House / apartment,0,SATURDAY,Unaccompanied,,
115722,0,0,270000.0,900000.0,29875.5,900000.0,,0.0616,Accountants,Cash loans,F,N,Y,Commercial associate,Higher education,Separated,House / apartment,0,FRIDAY,Unaccompanied,block of flats,"Stone, brick"
255453,0,0,180000.0,365175.0,23467.5,301500.0,28.0,0.2948,Laborers,Cash loans,F,Y,N,Working,Secondary / secondary special,Married,House / apartment,0,THURSDAY,Unaccompanied,block of flats,Panel
439877,0,2,135000.0,405000.0,20250.0,405000.0,6.0,,Accountants,Revolving loans,F,Y,Y,Commercial associate,Higher education,Married,House / apartment,0,FRIDAY,Unaccompanied,,
297007,0,2,112500.0,849415.5,43501.5,697500.0,,,High skill tech staff,Cash loans,F,N,Y,Working,Secondary / secondary special,Married,House / apartment,0,WEDNESDAY,Unaccompanied,,
455456,0,0,126000.0,679500.0,19998.0,679500.0,,,,Cash loans,F,N,Y,Working,Secondary / secondary special,Married,House / apartment,0,FRIDAY,Unaccompanied,block of flats,
171949,0,0,90000.0,229500.0,6957.0,229500.0,0.0,0.128,Managers,Cash loans,M,Y,Y,Working,Higher education,Married,House / apartment,1,SATURDAY,Unaccompanied,,Panel
395858,0,0,112500.0,229500.0,14940.0,229500.0,,,,Cash loans,F,N,N,Commercial associate,Secondary / secondary special,Single / not married,With parents,0,THURSDAY,Unaccompanied,,
325841,1,0,112500.0,247500.0,12375.0,247500.0,,,,Revolving loans,M,N,Y,Working,Secondary / secondary special,Married,With parents,1,FRIDAY,Family,,
418362,0,0,135000.0,439740.0,18630.0,315000.0,,,Waiters/barmen staff,Cash loans,F,N,N,Working,Secondary / secondary special,Separated,House / apartment,0,TUESDAY,Unaccompanied,,
179431,0,0,157500.0,254700.0,14350.5,225000.0,,0.0742,,Cash loans,F,N,Y,State servant,Higher education,Widow,House / apartment,0,MONDAY,Unaccompanied,block of flats,Panel
164960,0,0,112500.0,373500.0,10399.5,225000.0,,0.0434,,Cash loans,F,N,Y,Working,Secondary / secondary special,Separated,Municipal apartment,0,WEDNESDAY,Unaccompanied,block of flats,"Stone, brick"
285088,1,0,157500.0,239850.0,23850.0,225000.0,,0.0548,,Cash loans,M,N,Y,Working,Secondary / secondary special,Single / not married,House / apartment,0,MONDAY,Unaccompanied,block of flats,Block
333351,0,1,135000.0,301464.0,19395.0,238500.0,,0.0698,Laborers,Cash loans,F,N,Y,Commercial associate,Secondary / secondary special,Separated,House / apartment,1,FRIDAY,Unaccompanied,block of flats,Panel
395356,0,1,450000.0,473760.0,50400.0,450000.0,13.0,,Managers,Cash loans,F,Y,N,Commercial associate,Higher education,Civil marriage,Municipal apartment,0,SATURDAY,Unaccompanied,,
362461,1,0,90000.0,517500.0,24894.0,517500.0,,,Sales staff,Cash loans,F,N,N,Commercial associate,Higher education,Separated,House / apartment,0,MONDAY,Unaccompanied,,
327400,0,0,202500.0,247500.0,12375.0,247500.0,,0.0144,Laborers,Revolving loans,F,N,Y,Working,Secondary / secondary special,Civil marriage,House / apartment,0,TUESDAY,Family,block of flats,"Stone, brick"
390450,1,0,112500.0,549882.0,17869.5,459000.0,,,,Cash loans,F,N,N,Pensioner,Secondary / secondary special,Widow,House / apartment,1,THURSDAY,Unaccompanied,,
145621,0,0,126000.0,225000.0,8212.5,225000.0,,,,Cash loans,F,N,Y,Working,Higher education,Married,House / apartment,0,SATURDAY,Unaccompanied,,
366971,0,1,90000.0,135000.0,6750.0,,,,Sales staff,Revolving loans,F,N,Y,Working,Higher education,Married,House / apartment,0,THURSDAY,,,
447901,0,0,157500.0,360000.0,28440.0,360000.0,,0.0737,,Cash loans,F,N,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,0,TUESDAY,Unaccompanied,block of flats,Panel
286620,0,0,166500.0,382500.0,19125.0,382500.0,,0.0704,Drivers,Revolving loans,M,N,Y,Commercial associate,Incomplete higher,Married,House / apartment,1,SATURDAY,Unaccompanied,block of flats,"Stone, brick"
217017,0,3,45000.0,545040.0,25537.5,450000.0,,,Core staff,Cash loans,F,N,Y,Working,Higher education,Married,House / apartment,1,MONDAY,Unaccompanied,,
306307,0,0,360000.0,845811.0,61155.0,756000.0,1.0,,Core staff,Cash loans,M,Y,Y,Working,Secondary / secondary special,Single / not married,House / apartment,0,WEDNESDAY,Unaccompanied,,
172321,0,0,234000.0,755190.0,31995.0,675000.0,0.0,0.0586,Drivers,Cash loans,M,Y,Y,Working,Secondary / secondary special,Married,House / apartment,1,MONDAY,Family,block of flats,Block
203993,0,0,112500.0,679500.0,27076.5,679500.0,,0.234,Laborers,Cash loans,M,N,Y,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,SATURDAY,Unaccompanied,block of flats,Panel
346783,0,0,203400.0,1125000.0,33025.5,1125000.0,,,,Cash loans,F,N,Y,State servant,Secondary / secondary special,Separated,House / apartment,0,FRIDAY,Unaccompanied,,
200375,0,0,247500.0,900000.0,29164.5,900000.0,,0.0716,Laborers,Cash loans,M,N,N,Working,Secondary / secondary special,Married,House / apartment,0,FRIDAY,"Spouse, partner",block of flats,"Stone, brick"
291342,0,0,135000.0,247500.0,12375.0,247500.0,19.0,,,Revolving loans,M,Y,Y,Pensioner,Secondary / secondary special,Married,House / apartment,0,FRIDAY,Unaccompanied,,
216632,0,0,180000.0,706500.0,20655.0,706500.0,3.0,,High skill tech staff,Cash loans,F,Y,Y,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,FRIDAY,Family,,
262178,0,0,67500.0,640080.0,24259.5,450000.0,,,Laborers,Cash loans,F,N,Y,State servant,Secondary / secondary special,Single / not married,House / apartment,0,MONDAY,Unaccompanied,,
380259,1,3,67500.0,202500.0,10125.0,202500.0,41.0,,,Revolving loans,F,Y,Y,Working,Secondary / secondary special,Married,House / apartment,1,SUNDAY,Family,,
244329,0,0,135000.0,755190.0,30078.0,675000.0,,0.0326,Realty agents,Cash loans,F,N,N,Working,Secondary / secondary special,Separated,Municipal apartment,0,WEDNESDAY,Unaccompanied,block of flats,"Stone, brick"
161738,0,2,202500.0,284256.0,30613.5,270000.0,6.0,0.086,Medicine staff,Cash loans,F,Y,N,Working,Incomplete higher,Married,House / apartment,1,SUNDAY,Unaccompanied,block of flats,"Stone, brick"
175744,0,0,103500.0,270000.0,13932.0,270000.0,19.0,,Core staff,Cash loans,F,Y,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,0,MONDAY,Family,,
416186,0,1,135000.0,1288350.0,37800.0,1125000.0,,,,Cash loans,F,N,N,Working,Higher education,Married,House / apartment,0,TUESDAY,Unaccompanied,,
173208,0,0,180000.0,513531.0,24835.5,459000.0,5.0,,,Cash loans,M,Y,Y,Working,Secondary / secondary special,Married,With parents,0,THURSDAY,Family,,
345127,0,0,180000.0,808650.0,23773.5,675000.0,,,,Cash loans,M,N,N,Pensioner,Incomplete higher,Married,House / apartment,0,TUESDAY,Family,,
198939,0,0,54000.0,277969.5,10476.0,229500.0,9.0,0.2941,,Cash loans,M,Y,Y,Pensioner,Higher education,Single / not married,House / apartment,0,MONDAY,Unaccompanied,block of flats,Panel
368272,0,0,157500.0,675000.0,41296.5,675000.0,11.0,,Core staff,Cash loans,M,Y,N,Working,Secondary / secondary special,Civil marriage,With parents,0,THURSDAY,Unaccompanied,,
382777,0,0,103500.0,327024.0,11745.0,270000.0,,,,Cash loans,F,N,Y,Pensioner,Secondary / secondary special,Widow,House / apartment,0,THURSDAY,Unaccompanied,,
232723,0,0,225000.0,458460.0,25726.5,405000.0,,0.2246,Sales staff,Cash loans,F,N,Y,Commercial associate,Secondary / secondary special,Separated,House / apartment,1,MONDAY,Unaccompanied,block of flats,Panel
259150,1,0,315000.0,550980.0,43659.0,450000.0,,0.0461,,Cash loans,M,N,N,Pensioner,Secondary / secondary special,Married,House / apartment,1,THURSDAY,Unaccompanied,block of flats,"Stone, brick"
132365,0,0,99000.0,420894.0,22963.5,301500.0,,,,Cash loans,M,N,Y,Pensioner,Secondary / secondary special,Married,House / apartment,0,WEDNESDAY,Unaccompanied,,
207215,0,0,99000.0,1078200.0,31653.0,900000.0,10.0,,,Cash loans,M,Y,Y,Pensioner,Secondary / secondary special,Married,House / apartment,0,FRIDAY,Unaccompanied,,
374312,0,0,135000.0,450000.0,17842.5,450000.0,,,,Cash loans,F,N,N,State servant,Incomplete higher,Married,With parents,0,SATURDAY,Unaccompanied,,
239077,0,0,112500.0,508495.5,24592.5,454500.0,,,High skill tech staff,Cash loans,F,N,Y,Working,Secondary / secondary special,Civil marriage,House / apartment,0,WEDNESDAY,Other_A,,
170047,0,1,157500.0,1275772.5,42291.0,1143000.0,,,Sales staff,Cash loans,M,N,N,Working,Higher education,Married,House / apartment,0,MONDAY,Unaccompanied,,
395277,0,1,135000.0,797557.5,28777.5,688500.0,,,,Cash loans,F,N,Y,Working,Secondary / secondary special,Single / not married,House / apartment,0,FRIDAY,Unaccompanied,,
317651,0,0,270000.0,728460.0,38938.5,675000.0,,0.1496,Security staff,Cash loans,M,N,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,0,SATURDAY,Family,block of flats,Panel
375818,0,1,90000.0,314100.0,16164.0,225000.0,,0.0703,Laborers,Cash loans,M,N,Y,Working,Secondary / secondary special,Civil marriage,House / apartment,1,THURSDAY,Unaccompanied,block of flats,"Stone, brick"
444720,0,0,157500.0,254700.0,24066.0,225000.0,12.0,0.0441,,Cash loans,F,Y,Y,Pensioner,Secondary / secondary special,Married,House / apartment,0,MONDAY,Unaccompanied,block of flats,Panel
306023,1,2,472500.0,337500.0,16875.0,337500.0,1.0,0.0463,Sales staff,Revolving loans,F,Y,Y,Working,Higher education,Married,House / apartment,1,MONDAY,Unaccompanied,block of flats,"Stone, brick"
130985,0,0,270000.0,852088.5,31707.0,688500.0,6.0,,Laborers,Cash loans,M,Y,N,Working,Higher education,Married,House / apartment,0,THURSDAY,Unaccompanied,,
313454,1,0,108000.0,310671.0,24673.5,256500.0,,0.0446,Laborers,Cash loans,M,N,Y,Working,Secondary / secondary special,Married,House / apartment,0,FRIDAY,Family,block of flats,"Stone, brick"
404904,0,0,90000.0,142632.0,8091.0,126000.0,,0.0732,,Cash loans,F,N,Y,Pensioner,Secondary / secondary special,Widow,House / apartment,0,FRIDAY,Unaccompanied,block of flats,"Stone, brick"
404245,0,1,180000.0,405000.0,45805.5,405000.0,17.0,0.2562,Laborers,Cash loans,M,Y,Y,Working,Lower secondary,Single / not married,House / apartment,1,TUESDAY,Unaccompanied,block of flats,Panel
141848,0,0,265500.0,450000.0,22500.0,450000.0,64.0,0.1583,Drivers,Revolving loans,M,Y,Y,Working,Secondary / secondary special,Married,House / apartment,1,MONDAY,Unaccompanied,block of flats,"Stone, brick"
435425,0,0,135000.0,239850.0,24705.0,225000.0,9.0,0.0359,Drivers,Cash loans,M,Y,Y,Working,Secondary / secondary special,Married,House / apartment,0,FRIDAY,Unaccompanied,block of flats,Panel
205257,0,0,33750.0,284400.0,10849.5,225000.0,,,,Cash loans,F,N,Y,Pensioner,Secondary / secondary special,Married,House / apartment,1,WEDNESDAY,Unaccompanied,,
349438,0,0,135000.0,213948.0,12411.0,189000.0,,0.1197,,Cash loans,F,N,N,Pensioner,Secondary / secondary special,Widow,Municipal apartment,1,TUESDAY,Unaccompanied,block of flats,"Stone, brick"
132782,0,0,202500.0,162000.0,8401.5,162000.0,,0.0762,Laborers,Cash loans,F,N,Y,Working,Secondary / secondary special,Married,House / apartment,0,MONDAY,Unaccompanied,block of flats,"Stone, brick"
138509,0,0,450000.0,1417495.5,136687.5,1363500.0,,0.3186,,Cash loans,F,N,Y,Pensioner,Higher education,Separated,House / apartment,1,SUNDAY,Unaccompanied,block of flats,Panel
100656,0,0,54000.0,312768.0,13378.5,270000.0,,,,Cash loans,F,N,Y,Pensioner,Secondary / secondary special,Married,House / apartment,0,SATURDAY,Unaccompanied,,
354098,0,0,175500.0,675000.0,32602.5,675000.0,,0.1146,,Cash loans,F,N,Y,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,MONDAY,Unaccompanied,block of flats,"Stone, brick"
419417,1,1,67500.0,219870.0,15003.0,157500.0,22.0,,Core staff,Cash loans,M,Y,Y,Working,Secondary / secondary special,Married,House / apartment,0,MONDAY,Unaccompanied,,
318083,0,0,202500.0,729792.0,30807.0,630000.0,1.0,0.0837,Drivers,Cash loans,M,Y,N,Working,Secondary / secondary special,Separated,Rented apartment,0,MONDAY,Children,block of flats,Block
191274,1,0,112500.0,202500.0,10125.0,202500.0,,0.0086,,Revolving loans,F,N,N,Working,Higher education,Civil marriage,House / apartment,1,WEDNESDAY,Unaccompanied,block of flats,Wooden
229837,0,0,112500.0,508500.0,16402.5,508500.0,,0.0298,,Cash loans,F,N,Y,Pensioner,Secondary / secondary special,Widow,House / apartment,0,WEDNESDAY,Family,block of flats,"Stone, brick"
221558,1,0,157500.0,508495.5,35518.5,454500.0,18.0,,Laborers,Cash loans,M,Y,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,1,WEDNESDAY,Unaccompanied,,
377406,0,0,90000.0,225000.0,12915.0,225000.0,11.0,,Laborers,Cash loans,M,Y,Y,Working,Secondary / secondary special,Civil marriage,House / apartment,1,WEDNESDAY,"Spouse, partner",,
296339,0,1,450000.0,1339884.0,39307.5,1170000.0,,0.1298,,Cash loans,F,N,N,Working,Secondary / secondary special,Civil marriage,Municipal apartment,0,MONDAY,Unaccompanied,block of flats,Panel
130075,0,0,157500.0,1288350.0,37800.0,1125000.0,3.0,,Drivers,Cash loans,M,Y,Y,Working,Secondary / secondary special,Married,House / apartment,1,FRIDAY,Unaccompanied,,
232210,0,1,195750.0,1546020.0,40783.5,1350000.0,12.0,,Laborers,Cash loans,M,Y,N,Commercial associate,Secondary / secondary special,Married,House / apartment,0,WEDNESDAY,Unaccompanied,,
316148,0,1,270000.0,675000.0,31279.5,675000.0,7.0,0.1265,Core staff,Cash loans,F,Y,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,0,FRIDAY,Unaccompanied,block of flats,Panel
123224,0,0,216000.0,639396.0,24354.0,571500.0,7.0,,Managers,Cash loans,F,Y,Y,Working,Higher education,Married,House / apartment,0,TUESDAY,Unaccompanied,,
387265,0,1,270000.0,1350000.0,39604.5,1350000.0,,0.1919,Laborers,Cash loans,M,N,Y,Commercial associate,Higher education,Married,House / apartment,1,WEDNESDAY,Unaccompanied,block of flats,"Stone, brick"
228498,0,0,94500.0,225000.0,16821.0,225000.0,,0.0078,Laborers,Cash loans,M,N,N,Working,Secondary / secondary special,Single / not married,House / apartment,0,FRIDAY,Unaccompanied,block of flats,"Stone, brick"
167820,0,0,270000.0,1006920.0,67693.5,900000.0,,,Managers,Cash loans,F,N,Y,Commercial associate,Higher education,Single / not married,House / apartment,0,MONDAY,Unaccompanied,,
448264,0,1,166500.0,180000.0,9000.0,180000.0,,,,Revolving loans,F,N,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,0,SATURDAY,Unaccompanied,,
114197,0,0,90000.0,490495.5,29335.5,454500.0,,0.0025,Core staff,Cash loans,F,N,N,Working,Secondary / secondary special,Widow,House / apartment,1,THURSDAY,Unaccompanied,block of flats,Wooden
238942,0,0,180000.0,254700.0,14751.0,225000.0,,,,Cash loans,F,N,Y,Pensioner,Secondary / secondary special,Married,House / apartment,0,FRIDAY,Unaccompanied,,
218063,0,0,28404.0,225000.0,12564.0,225000.0,,,,Cash loans,F,N,Y,Pensioner,Secondary / secondary special,Married,House / apartment,1,TUESDAY,Family,,
239858,0,0,225000.0,675000.0,32602.5,675000.0,,0.0605,,Cash loans,F,N,N,Pensioner,Secondary / secondary special,Separated,Municipal apartment,0,TUESDAY,Unaccompanied,block of flats,Panel
176495,0,2,135000.0,454500.0,27936.0,454500.0,,,Sales staff,Cash loans,F,N,N,Commercial associate,Secondary / secondary special,Married,Office apartment,0,SATURDAY,Unaccompanied,,
291939,0,0,67500.0,232344.0,12735.0,157500.0,,,Cooking staff,Cash loans,F,N,Y,Working,Secondary / secondary special,Married,House / apartment,0,THURSDAY,Unaccompanied,,
313503,0,0,202500.0,490495.5,35689.5,454500.0,8.0,0.0252,Laborers,Cash loans,F,Y,N,Working,Secondary / secondary special,Married,House / apartment,1,SATURDAY,Unaccompanied,block of flats,Panel
350761,0,0,90000.0,174132.0,17973.0,157500.0,,,Cleaning staff,Cash loans,F,N,Y,State servant,Secondary / secondary special,Married,House / apartment,0,MONDAY,Unaccompanied,,
378470,0,2,180000.0,1061599.5,34375.5,927000.0,,0.0201,Sales staff,Cash loans,F,N,Y,Working,Secondary / secondary special,Married,House / apartment,0,THURSDAY,Unaccompanied,block of flats,"Stone, brick"
452587,0,0,180000.0,180000.0,9000.0,180000.0,12.0,0.0556,Drivers,Revolving loans,M,Y,N,Working,Lower secondary,Married,House / apartment,0,TUESDAY,Unaccompanied,block of flats,"Stone, brick"
122770,0,1,180000.0,270000.0,13500.0,270000.0,,,Accountants,Revolving loans,F,N,Y,Commercial associate,Higher education,Married,House / apartment,0,SATURDAY,Unaccompanied,,
258574,0,0,112500.0,675000.0,26154.0,675000.0,12.0,0.0426,Core staff,Cash loans,F,Y,N,Commercial associate,Higher education,Married,House / apartment,1,SUNDAY,Unaccompanied,block of flats,"Stone, brick"
301628,0,0,180000.0,814041.0,23931.0,679500.0,,0.0935,Core staff,Cash loans,F,N,Y,State servant,Higher education,Single / not married,House / apartment,0,FRIDAY,Unaccompanied,block of flats,"Stone, brick"
406103,0,0,225000.0,1009566.0,33493.5,904500.0,,0.0751,Core staff,Cash loans,F,N,Y,Working,Secondary / secondary special,Married,House / apartment,0,WEDNESDAY,"Spouse, partner",block of flats,Panel
286476,0,0,360000.0,760225.5,34483.5,679500.0,7.0,0.0539,Sales staff,Cash loans,M,Y,N,Commercial associate,Higher education,Married,House / apartment,1,FRIDAY,Unaccompanied,block of flats,"Stone, brick"
303753,0,1,112500.0,283500.0,13918.5,283500.0,14.0,0.0931,Security staff,Cash loans,M,Y,Y,State servant,Higher education,Married,House / apartment,0,FRIDAY,Unaccompanied,block of flats,Panel
368796,0,0,112500.0,237384.0,19161.0,216000.0,,0.0083,Medicine staff,Cash loans,F,N,Y,State servant,Secondary / secondary special,Civil marriage,House / apartment,0,FRIDAY,Unaccompanied,block of flats,
234144,0,0,81000.0,640080.0,24259.5,450000.0,,,,Cash loans,M,N,Y,Working,Secondary / secondary special,Single / not married,House / apartment,0,MONDAY,Unaccompanied,,
